ID_Lloyds	Name_Lloyds (COUNTRY)	COUNTRY
('1583',)	Ludington (USA)	USA
('4473',)	Ludwigshafen am Rhein (DEU)	DEU
('6255',)	Lufeng Terminal (CHN)	CHN
('8077',)	Lugait (PHL)	PHL
('10494',)	Lughughi Bay (SLB)	SLB
('583',)	Luka Mirna (HRV)	HRV
('10031',)	Lula Field (BRA)	BRA
('5734',)	Lulea (SWE)	SWE
('8507',)	Luminitza (ROM)	ROM
('1892',)	Lumut(Brunei) (BRN)	BRN
('4480',)	Lumut(Malaysia) (MYS)	MYS
('9967',)	Lunano (ITA)	ITA
('8750',)	Lunao (PHL)	PHL
('4276',)	Lundu (MYS)	MYS
('1946',)	Lundy Is. (GBR)	GBR
('2418',)	Lunenburg (CAN)	CAN
('9448',)	Luojing (CHN)	CHN
('10639',)	Luoyuan (CHN)	CHN
('8272',)	Luperon (DOM)	DOM
('9921',)	Lushun (CHN)	CHN
('8609',)	Luvia (FIN)	FIN
('5497',)	Luwuk (IDN)	IDN
('8798',)	Luxembourg (LUX)	LUX
('9368',)	Luzhou (CHN)	CHN
('1542',)	Luzon Is. (PHL)	PHL
('7949',)	Lydney (GBR)	GBR
('1800',)	Lyme Bay (GBR)	GBR
('6377',)	Lymington (GBR)	GBR
('4087',)	Lyndiane (SEN)	SEN
('9629',)	Lyness (GBR)	GBR
('2721',)	Lyngdal (NOR)	NOR
('981',)	Lyngenfjord (NOR)	NOR
('627',)	Lyngs Odde (DNK)	DNK
('5272',)	Lyngsbaek Bridge (DNK)	DNK
('9832',)	Lyngstad (NOR)	NOR
('3828',)	Lynnhaven Roads (USA)	USA
('1921',)	Lyon (FRA)	FRA
('1619',)	Lysaker (NOR)	NOR
('3112',)	Lysekil (SWE)	SWE
('1197',)	Lysoysund (NOR)	NOR
('1254',)	Lyttelton (NZL)	NZL
('10643',)	Ma Day Island Terminal (MMR)	MMR
('2490',)	Maaloy (NOR)	NOR
('1216',)	Ma'anshan (CHN)	CHN
('10005',)	Maari Field (NZL)	NZL
('10420',)	Maari SPM (NZL)	NZL
('1305',)	Maarssen (NLD)	NLD
('9734',)	Maartensdijk (NLD)	NLD
('9634',)	Maasbracht (NLD)	NLD
('5418',)	Maashees (NLD)	NLD
('8489',)	Maasin (PHL)	PHL
('6315',)	Maasmechelen (BEL)	BEL
('7933',)	Maassluis (NLD)	NLD
('5571',)	Maastricht (NLD)	NLD
('9441',)	Mabianzhou (CHN)	CHN
('5531',)	Macae (BRA)	BRA
('4643',)	Macapa (BRA)	BRA
('4786',)	Macau (CHN)	CHN
('4929',)	Macau(BRA) (BRA)	BRA
('7803',)	MacCulloch Field (GBR)	GBR
('5721',)	Macduff (GBR)	GBR
('4353',)	Maceio (BRA)	BRA
('10272',)	Maceio Anch. (BRA)	BRA
('3634',)	Machilipatnam (IND)	IND
('2698',)	Mackay (AUS)	AUS
('9252',)	Mackinac Is. (USA)	USA
('5011',)	Mackinaw City (USA)	USA
('9830',)	Mackinaw Strait (USA)	USA
('1893',)	Maco (PHL)	PHL
('9999',)	Macon (FRA)	FRA
('3714',)	Maconacon (PHL)	PHL
('1700',)	Macquarie Harbour (AUS)	AUS
('4885',)	Macquarie Is. (AUS)	AUS
('3027',)	Mactan Is. (PHL)	PHL
('9369',)	Macun (CHN)	CHN
('10657',)	Macuro (VEN)	VEN
('4000',)	Macuze River (MOZ)	MOZ
('5937',)	Madagascar (MDG)	MDG
('5853',)	Madang (PNG)	PNG
('7745',)	Made (NLD)	NLD
('3210',)	Madeira (PMD)	PMD
('7813',)	Madisonville (USA)	USA
('327',)	Madre de Deus (BRA)	BRA
('671',)	Madura Terminal (IDN)	IDN
('1297',)	Mafia Is. (TZA)	TZA
('2334',)	Magadan (RUS)	RUS
('3717',)	Magdalen Is. (CAN)	CAN
('3579',)	Magdalla (IND)	IND
('8037',)	Magdalla Anch. (IND)	IND
('7852',)	Magdeburg (DEU)	DEU
('8917',)	Magero (NOR)	NOR
('7867',)	Maghagha (EGY)	EGY
('239',)	Magheramorne (GBR)	GBR
('8726',)	Magnolia (USA)	USA
('2006',)	Magnus Terminal (GBR)	GBR
('1954',)	Mago (RUS)	RUS
('1575',)	Magpetco (USA)	USA
('4017',)	Mahajanga (MDG)	MDG
('10122',)	Mahe (SYC)	SYC
('5079',)	Mahon (ESP)	ESP
('3620',)	Mahone Bay (CAN)	CAN
('7895',)	Mai-Liao (TWN)	TWN
('3605',)	Main Brook (CAN)	CAN
('5910',)	Maine (USA)	USA
('2134',)	Maintirano (MDG)	MDG
('3709',)	Mainz (DEU)	DEU
('6100',)	Maio (CPV)	CPV
('703',)	Maizuru (JPN)	JPN
('7778',)	Majene (IDN)	IDN
('8612',)	Majishan (CHN)	CHN
('4334',)	Majorca (ESP)	ESP
('3102',)	Majuro Atoll (MHL)	MHL
('4566',)	Makarska (HRV)	HRV
('611',)	Makassar (IDN)	IDN
('4147',)	Makatea (PYF)	PYF
('7539',)	Makhachkala (RUS)	RUS
('10563',)	Makira (SLB)	SLB
('3604',)	Makiyama (JPN)	JPN
('5305',)	Makkum (NLD)	NLD
('6417',)	Makung (TWN)	TWN
('780',)	Makurazaki (JPN)	JPN
('3729',)	Malabo (GNQ)	GNQ
('5116',)	Malacca (MYS)	MYS
('5477',)	Malaga (ESP)	ESP
('10558',)	Malaita Is. (SLB)	SLB
('4168',)	Malakula Is. (VUT)	VUT
('1543',)	Malalag Bay (PHL)	PHL
('9729',)	Malamocco (ITA)	ITA
('8518',)	Malampaya Terminal (PHL)	PHL
('8421',)	Malangas (PHL)	PHL
('5990',)	Malau (FJI)	FJI
('10084',)	Malaya Kheta (RUS)	RUS
('4723',)	Malaysia (MYS)	MYS
('2303',)	Maldives (MDV)	MDV
('4550',)	Maldon (GBR)	GBR
('1947',)	Maldonado (URY)	URY
('535',)	Male (MDV)	MDV
('2795',)	Malembo (AGO)	AGO
('675',)	Mali Losinj (HRV)	HRV
('4091',)	Malili (IDN)	IDN
('9442',)	Malinska (HRV)	HRV
('5115',)	Mallaig (GBR)	GBR
('2026',)	Malm (NOR)	NOR
('5160',)	Malmo (SWE)	SWE
('10615',)	Malokurilskoye (RUS)	RUS
('8723',)	Malong Terminal (MYS)	MYS
('7755',)	Malongo Terminal (AGO)	AGO
('4848',)	Malpe (IND)	IND
('8275',)	Malpelo Is. (COL)	COL
('5288',)	Malta (MLT)	MLT
('10481',)	Malta Anch. (MLT)	MLT
('10019',)	Malta STS (MLT)	MLT
('2609',)	Maltepe (TUR)	TUR
('3302',)	Maluku (IDN)	IDN
('9222',)	Malvik (NOR)	NOR
('8331',)	Mamaroneck (USA)	USA
('1522',)	Mambaguid (PHL)	PHL
('2639',)	Mamonal (COL)	COL
('3271',)	Mamuju (IDN)	IDN
('4052',)	Manado (IDN)	IDN
('1770',)	Manakara (MDG)	MDG
('3809',)	Mananjary (MDG)	MDG
('3932',)	Manare (VEN)	VEN
('5518',)	Manati (CUB)	CUB
('6173',)	Manaure (COL)	COL
('2940',)	Manaus (BRA)	BRA
('2061',)	Manchester Ship Canal (GBR)	GBR
('100',)	Manchester(GBR) (GBR)	GBR
('126',)	Manchester(USA) (USA)	USA
('4164',)	Mandal (NOR)	NOR
('919',)	Mandoudhi (GRC)	GRC
('5558',)	Mandvi (IND)	IND
('511',)	Manfredonia (ITA)	ITA
('2726',)	Mangalia (ROM)	ROM
('860',)	Mangalore (IND)	IND
('4622',)	Mangaratiba (BRA)	BRA
('462',)	Mangarin (PHL)	PHL
('1653',)	Manggar (IDN)	IDN
('8508',)	Manggis (IDN)	IDN
('5675',)	Mangole (IDN)	IDN
('1659',)	Maniitsoq (GRL)	GRL
('5196',)	Manila (PHL)	PHL
('8323',)	Manistee (USA)	USA
('4051',)	Manitowoc (USA)	USA
('10202',)	Mannar Basin (LKA)	LKA
('4098',)	Mannar Is. (LKA)	LKA
('1789',)	Mannheim (DEU)	DEU
('3408',)	Manokwari (IDN)	IDN
('5292',)	Manopla (CUB)	CUB
('10750',)	Manora Field (THA)	THA
('5334',)	Manta (ECU)	ECU
('9526',)	Manteo (USA)	USA
('3214',)	Mantes (FRA)	FRA
('8816',)	Mantua Anch. (CUB)	CUB
('5625',)	Mantyluoto (FIN)	FIN
('250',)	Manzanillo(CUB) (CUB)	CUB
('267',)	Manzanillo(DOM) (DOM)	DOM
('273',)	Manzanillo(MEX) (MEX)	MEX
('7559',)	Manzanillo(PAN) (PAN)	PAN
('9370',)	Maocaojie (CHN)	CHN
('8182',)	Maoming (CHN)	CHN
('6366',)	Map Ta Phut (THA)	THA
('10430',)	Map Ta Phut SPM (THA)	THA
('9768',)	Maple Ridge (CAN)	CAN
('5629',)	Maputo (MOZ)	MOZ
('10261',)	Maputo Anch. (MOZ)	MOZ
('1238',)	Mar del Plata (ARG)	ARG
('2220',)	Maracaibo (VEN)	VEN
('4338',)	Marakib (EGY)	EGY
('9424',)	Marano (ITA)	ITA
('3104',)	Marans (FRA)	FRA
('1690',)	Marathon (CAN)	CAN
('8594',)	Marblehead (USA)	USA
('863',)	March Point (USA)	USA
('8656',)	Marcus Hook (USA)	USA
('2750',)	Mardyck (FRA)	FRA
('5738',)	Mare Harbour (FLK)	FLK
('10204',)	Mare Is. (USA)	USA
('10309',)	Mare Is.(NCL) (NCL)	NCL
('8767',)	Marennes (FRA)	FRA
('3382',)	Margaretsville (CAN)	CAN
('274',)	Margarita Is. (VEN)	VEN
('2525',)	Margate Roads (GBR)	GBR
('8550',)	Margate(AUS) (AUS)	AUS
('5053',)	Mariager (DNK)	DNK
('463',)	Marie Galante (GLP)	GLP
('4049',)	Mariehamn (ALD)	ALD
('3811',)	Mariel (CUB)	CUB
('2479',)	Mariestad (SWE)	SWE
('1815',)	Marigot (GLP)	GLP
('7865',)	Marimba Field (BRA)	BRA
('4844',)	Marin (ESP)	ESP
('8395',)	Marina del Rey (USA)	USA
('28',)	Marina di Carrara (ITA)	ITA
('7844',)	Marina di Catanzaro (ITA)	ITA
('9943',)	Marina di Massa (ITA)	ITA
('3275',)	Marinduque Is. (PHL)	PHL
('8569',)	Marine City (USA)	USA
('3455',)	Marinette (USA)	USA
('1832',)	Mariupol (UKR)	UKR
('10367',)	Mariupol Anch. (UKR)	UKR
('2772',)	Mariveles (PHL)	PHL
('4416',)	Markenes (NOR)	NOR
('7853',)	Marlim Field (BRA)	BRA
('3964',)	Marly (BEL)	BEL
('9318',)	Marmara Is. (TUR)	TUR
('3929',)	Marmaris (TUR)	TUR
('3813',)	Marmorilik (GRL)	GRL
('9223',)	Marnes (NOR)	NOR
('7902',)	Marnock Field (GBR)	GBR
('5431',)	Maroantsetra (MDG)	MDG
('10182',)	Maroli (IND)	IND
('9558',)	Marport (TUR)	TUR
('3468',)	Marquesas Is. (PYF)	PYF
('2817',)	Marquette (USA)	USA
('4727',)	Marrero (USA)	USA
('2616',)	Marsa el Brega (LBY)	LBY
('1842',)	Marsa Gemsa (EGY)	EGY
('3452',)	Marsa Taclai (ERI)	ERI
('4692',)	Marsala (ITA)	ITA
('3456',)	Marsaxlokk (MLT)	MLT
('166',)	Marseilles (FRA)	FRA
('6209',)	Marsh Harbour (BHS)	BHS
('2712',)	Marshall Islands (MHL)	MHL
('4266',)	Marshall Lagoon (PNG)	PNG
('3146',)	Marstal (DNK)	DNK
('5192',)	Marstrand (SWE)	SWE
('591',)	Marsviken (SWE)	SWE
('498',)	Marthas Vineyard Is. (USA)	USA
('9239',)	Martigues (FRA)	FRA
('8082',)	Martinez (USA)	USA
('6457',)	Martinique (MTQ)	MTQ
('1209',)	Martinniemi (FIN)	FIN
('5895',)	Marudu Bay (MYS)	MYS
('4200',)	Marugame (JPN)	JPN
('9877',)	Marunda (IDN)	IDN
('9320',)	Maryborough (AUS)	AUS
('3750',)	Maryland (USA)	USA
('6334',)	Maryport (GBR)	GBR
('1333',)	Marystown (CAN)	CAN
('4476',)	Marysville (USA)	USA
('54',)	Marzamemi (ITA)	ITA
('5689',)	Masachapa (NIC)	NIC
('5137',)	Masan (KOR)	KOR
('5071',)	Masao (PHL)	PHL
('2638',)	Masbate (PHL)	PHL
('9939',)	Masfjorden (NOR)	NOR
('5097',)	Mashike (JPN)	JPN
('2862',)	Masinloc (PHL)	PHL
('2271',)	Masirah Is. (OMN)	OMN
('2680',)	Maslenica (HRV)	HRV
('2888',)	Masnedo (DNK)	DNK
('6378',)	Masnedsund (DNK)	DNK
('6465',)	Masohi (IDN)	IDN
('4573',)	Massachusetts (USA)	USA
('9944',)	Massarosa (ITA)	ITA
('3376',)	Massawa (ERI)	ERI
('6052',)	Masset (CAN)	CAN
('6470',)	Mastrevik (NOR)	NOR
('8478',)	Mata Redonda (MEX)	MEX
('4523',)	Matadi (COD)	COD
('10440',)	Matagorda (USA)	USA
('5855',)	Matane (CAN)	CAN
('3526',)	Matanzas ()	
('2167',)	Matanzas(CHL) (CHL)	CHL
('5710',)	Matanzas(CUB) (CUB)	CUB
('3522',)	Matanzas(VEN) (VEN)	VEN
('886',)	Matarani (PER)	PER
('7871',)	Matautu (WLF)	WLF
('2244',)	Mati (PHL)	PHL
('495',)	Matinloc Terminal (PHL)	PHL
('8486',)	Matnog (PHL)	PHL
('7883',)	Matsu Is. (CHN)	CHN
('4528',)	Matsue (JPN)	JPN
('3263',)	Matsunaga (JPN)	JPN
('3346',)	Matsushima (JPN)	JPN
('410',)	Matsuura (JPN)	JPN
('1348',)	Matsuyama (JPN)	JPN
('1035',)	Matsuzaka (JPN)	JPN
('2903',)	Matthew Town (BHS)	BHS
('548',)	Maui Is. (USA)	USA
('6101',)	Maumere (IDN)	IDN
('2496',)	Maureen Terminal (GBR)	GBR
('739',)	Mauritania (MRT)	MRT
('4635',)	Mauritius (MUS)	MUS
('7872',)	Mawan (CHN)	CHN
('4866',)	Mawei (CHN)	CHN
('1541',)	Mawlamyine (MMR)	MMR
('3711',)	Mawson (ATA)	ATA
('8913',)	Maxmo (FIN)	FIN
('550',)	Mayaguez (PRI)	PRI
('4429',)	Mayne Bay (CAN)	CAN
('1285',)	Mayotte (MYT)	MYT
('6182',)	Mayreau Is. (VCT)	VCT
('5875',)	Mayumba (GAB)	GAB
('820',)	Mazara del Vallo (ITA)	ITA
('43',)	Mazatlan (MEX)	MEX
('10210',)	Mazhou Is. (CHN)	CHN
('1207',)	Mbao Terminal (SEN)	SEN
('10561',)	Mbava (SLB)	SLB
('8992',)	M'bopicua (URY)	URY
('7535',)	M'bya Terminal (GAB)	GAB
('8474',)	McMurdo (ATA)	ATA
('75',)	Mechelen (BEL)	BEL
('10093',)	Medemblik (NLD)	NLD
('9949',)	Medgidia (ROM)	ROM
('1171',)	Media Luna (CUB)	CUB
('5197',)	Medina (PHL)	PHL
('1450',)	Mediterranean ()	
('3537',)	Medvezhyegorsk (RUS)	RUS
('2557',)	Medway (GBR)	GBR
('9314',)	Meeruse (EST)	EST
('2256',)	Mega (JPN)	JPN
('4672',)	Megara (GRC)	GRC
('2082',)	Megisti Is. (GRC)	GRC
('9221',)	Mehamn (NOR)	NOR
('5081',)	Mehdia (MAR)	MAR
('8267',)	Meizhou (CHN)	CHN
('790',)	Mejillones (CHL)	CHL
('10073',)	Mekjarvik (NOR)	NOR
('9780',)	Mekong River (VNM)	VNM
('1600',)	Melbourne (AUS)	AUS
('10228',)	Melbourne Anch. (AUS)	AUS
('4236',)	Melbu (NOR)	NOR
('8571',)	Meldrum Bay (CAN)	CAN
('4199',)	Melilla (ESP)	ESP
('5935',)	Melle (BEL)	BEL
('9288',)	Mellitah (LBY)	LBY
('10102',)	Melnik (BGR)	BGR
('9824',)	Melnik(CZE) (CZE)	CZE
('10709',)	Melones Island Terminal (PAN)	PAN
('2319',)	Melsomvik (NOR)	NOR
('5854',)	Melville (USA)	USA
('1029',)	Melville Is. (CAN)	CAN
('7942',)	Mem (SWE)	SWE
('8235',)	Memphis (USA)	USA
('3387',)	Menai Strait (GBR)	GBR
('5849',)	Meneng (IDN)	IDN
('1211',)	Menominee (USA)	USA
('5028',)	Menstad (NOR)	NOR
('695',)	Mentawai (IDN)	IDN
('7768',)	Menzel Bourguiba (TUN)	TUN
('5810',)	Menzies Bay (CAN)	CAN
('4652',)	Meppel (NLD)	NLD
('9425',)	Merag (HRV)	HRV
('4802',)	Merak (IDN)	IDN
('4525',)	Merauke (IDN)	IDN
('3619',)	Meraux (USA)	USA
('5630',)	Merca (SOM)	SOM
('5938',)	Mergui (MMR)	MMR
('2243',)	Merikarvia (FIN)	FIN
('3129',)	Merksem (BEL)	BEL
('7888',)	Mermentau (USA)	USA
('10148',)	Merritt Is. (USA)	USA
('816',)	Mers el Kebir (DZA)	DZA
('2640',)	Mersa el Hamra Terminal (EGY)	EGY
('509',)	Mersa Matruh (EGY)	EGY
('2540',)	Mersey (GBR)	GBR
('179',)	Mersey Bar (GBR)	GBR
('4165',)	Mersin (TUR)	TUR
('10243',)	Mersin Anch. (TUR)	TUR
('7696',)	Mersrags (LVA)	LVA
('4295',)	Mesaieed (QAT)	QAT
('10363',)	Mesaieed Anch. (QAT)	QAT
('9290',)	Mesali Is. (TZA)	TZA
('5877',)	Mesolongion (GRC)	GRC
('3913',)	Messina (ITA)	ITA
('9549',)	Messina Strait (ITA)	ITA
('945',)	Mesters Vig (GRL)	GRL
('10052',)	Meta di Sorrento (ITA)	ITA
('7636',)	Meteghan (CAN)	CAN
('10684',)	Meteiai (PNG)	PNG
('4719',)	Methil (GBR)	GBR
('1564',)	Methil Roads (GBR)	GBR
('3689',)	Metkovic (HRV)	HRV
('1568',)	Metlakatla (USA)	USA
('2401',)	Metokhi (GRC)	GRC
('184',)	Meulaboh (IDN)	IDN
('2793',)	Mevagissey (GBR)	GBR
('3690',)	Mexico (MEX)	MEX
('5165',)	Mezen (RUS)	RUS
('4655',)	Mezquital (MEX)	MEX
('7625',)	Mgarr (MLT)	MLT
('4899',)	Miami (USA)	USA
('10715',)	Michigan (USA)	USA
('2588',)	Michipicoten Harbour (CAN)	CAN
('8785',)	Michoud (USA)	USA
('6444',)	Micronesia (FSM)	FSM
('2115',)	Mid Yell Voe (GBR)	GBR
('2',)	Middelburg (NLD)	NLD
('2997',)	Middelfart (DNK)	DNK
('4193',)	Middelharnis (IRL)	IRL
('1170',)	Middle East ()	
('8996',)	Middlesbrough (GBR)	GBR
('6214',)	Midia (ROM)	ROM
('5056',)	Midland (CAN)	CAN
('8596',)	Midsandur (ISL)	ISL
('8204',)	Midsund (NOR)	NOR
('8582',)	Midvagur (FRO)	FRO
('5962',)	Midway Islands (UMI)	UMI
('9624',)	Midwolda (NLD)	NLD
('4524',)	Mihara (JPN)	JPN
('7726',)	Miiduranna (EST)	EST
('5723',)	Miike (JPN)	JPN
('8455',)	Mikawa (JPN)	JPN
('2196',)	Mila Field (ITA)	ITA
('3966',)	Milaki (GRC)	GRC
('4721',)	Milazzo (ITA)	ITA
('5893',)	Milbuk (PHL)	PHL
('3989',)	Milford Haven (GBR)	GBR
('3185',)	Milford Sound (NZL)	NZL
('8916',)	Milford(DE USA) (USA)	USA
('905',)	Millbank (CAN)	CAN
('1260',)	Milli Atoll (MHL)	MHL
('1998',)	Millingen aan den Rijn (NLD)	NLD
('4617',)	Millom (GBR)	GBR
('3525',)	Millport Harbour (PNG)	PNG
('3545',)	Milltown (CAN)	CAN
('5585',)	Milna (HRV)	HRV
('10604',)	Milne Port (CAN)	CAN
('5587',)	Milner Bay (AUS)	AUS
('4306',)	Milos (GRC)	GRC
('2118',)	Milton Creek (GBR)	GBR
('137',)	Milton(USA) (USA)	USA
('309',)	Milwaukee (USA)	USA
('222',)	Mina Abdulla (KWT)	KWT
('3654',)	Mina al Ahmadi (KWT)	KWT
('2947',)	Mina al Fahal (OMN)	OMN
('5290',)	Mina Saqr (ARE)	ARE
('10357',)	Mina Saqr Anch. (ARE)	ARE
('1843',)	Mina Saud (KWT)	KWT
('7769',)	Mina Sulman (BHR)	BHR
('1385',)	Minamata (JPN)	JPN
('904',)	Minatitlan (MEX)	MEX
('5833',)	Mindanao Is. (PHL)	PHL
('8154',)	Mindelo (CPV)	CPV
('4089',)	Minden (DEU)	DEU
('824',)	Mindoro Is. (PHL)	PHL
('5',)	Minicoy (IND)	IND
('10711',)	Minnesota (USA)	USA
('4335',)	Minorca (ESP)	ESP
('6160',)	Mipo (KOR)	KOR
('2608',)	Miragoane (HTI)	HTI
('8920',)	Miramar (BRA)	BRA
('1948',)	Miramichi Bay (CAN)	CAN
('2219',)	Miri (MYS)	MYS
('10569',)	Miri Anch. (MYS)	MYS
('10419',)	Miri SPM (MYS)	MYS
('6204',)	Misaki (JPN)	JPN
('10679',)	Mischief Reef ()	
('3035',)	Mishima-Kawanoe (JPN)	JPN
('6095',)	Misima Is. (PNG)	PNG
('9625',)	Misool Terminal (IDN)	IDN
('806',)	Mississippi (USA)	USA
('625',)	Mistley (GBR)	GBR
('8812',)	Misty Fjord (USA)	USA
('4705',)	Misumi (JPN)	JPN
('1891',)	Misurata (LBY)	LBY
('10745',)	Misurata Anch. (LBY)	LBY
('3897',)	Mitajiri (JPN)	JPN
('7735',)	Mitrovica (SCG)	SCG
('1787',)	Mitsukoshima (JPN)	JPN
('8039',)	Miura (JPN)	JPN
('4601',)	Miyako (JPN)	JPN
('8535',)	Miyanoura (JPN)	JPN
('157',)	Miyazaki (JPN)	JPN
('2677',)	Miyazu (JPN)	JPN
('1483',)	Mizushima (JPN)	JPN
('6485',)	Mjosund(FIN) (FIN)	FIN
('7999',)	Mjosund(NOR) (NOR)	NOR
('10377',)	Mljet Is. (HRV)	HRV
('1389',)	Mo i Rana (NOR)	NOR
('5941',)	Moanda Terminal (COD)	COD
('5724',)	Mobile (USA)	USA
('146',)	Mocimboa da Praia (MOZ)	MOZ
('2975',)	Moelfre Roads (GBR)	GBR
('4529',)	Moerdijk (NLD)	NLD
('2873',)	Mogadishu (SOM)	SOM
('10702',)	Mohacs (HUN)	HUN
('4704',)	Mohammedia (MAR)	MAR
('10342',)	Mohammedia Anch. (MAR)	MAR
('1927',)	Moji (JPN)	JPN
('1837',)	Moju (BRA)	BRA
('5433',)	Mokha (YEM)	YEM
('5586',)	Mokpo (KOR)	KOR
('5567',)	Molde (NOR)	NOR
('7657',)	Moldova (MDA)	MDA
('383',)	Molfetta (ITA)	ITA
('348',)	Mollendo (PER)	PER
('3505',)	Molodezhnaya (ATA)	ATA
('1302',)	Molokai Is. (USA)	USA
('8207',)	Molstrevag (NOR)	NOR
('3173',)	Moltustranda (NOR)	NOR
('3662',)	Mombasa (KEN)	KEN
('650',)	Mona Is. (PRI)	PRI
('3740',)	Monaco (MCO)	MCO
('1778',)	Monbetsu (JPN)	JPN
('10661',)	Mondo Field (AGO)	AGO
('8847',)	Mondoma (RUS)	RUS
('4968',)	Monemvasia (GRC)	GRC
('10307',)	Moneo (NCL)	NCL
('3097',)	Moneypoint (IRL)	IRL
('3117',)	Monfalcone (ITA)	ITA
('6036',)	Mongla (BGD)	BGD
('3798',)	Mongstad (NOR)	NOR
('3417',)	Monheim (DEU)	DEU
('2081',)	Moni Anchorage (CYP)	CYP
('8683',)	Monkey Bay (MWI)	MWI
('1119',)	Monnickendam (NLD)	NLD
('413',)	Monopoli (ITA)	ITA
('4863',)	Monroe (USA)	USA
('5608',)	Monrovia (LBR)	LBR
('9236',)	Monsteras (SWE)	SWE
('370',)	Mont Louis (CAN)	CAN
('145',)	Montague (CAN)	CAN
('7800',)	Montague Is. (USA)	USA
('10416',)	Montara Field (AUS)	AUS
('10423',)	Montara SPM (AUS)	AUS
('7558',)	Montauk light. area (USA)	USA
('737',)	Monte Carlo (MCO)	MCO
('16',)	Montego Bay (JAM)	JAM
('10008',)	Montenegro (MTG)	MTG
('328',)	Monterey (USA)	USA
('10426',)	Montesilvano (ITA)	ITA
('10501',)	Monteverde (ECU)	ECU
('4352',)	Montevideo (URY)	URY
('3177',)	Montevideo Alpha Zone (URY)	URY
('10227',)	Montevideo Bravo Zone (URY)	URY
('6415',)	Montevideo Charlie Zone (URY)	URY
('6120',)	Montevideo Delta Zone (URY)	URY
('6093',)	Montevideo E light. area (URY)	URY
('4463',)	Montevideo Roads (URY)	URY
('1140',)	Montoir (FRA)	FRA
('369',)	Montreal (CAN)	CAN
('1061',)	Montrose (GBR)	GBR
('3536',)	Montrose Terminal (GBR)	GBR
('9518',)	Montu (EST)	EST
('4987',)	Moorea (PYF)	PYF
('8773',)	Mooretown (CAN)	CAN
('3478',)	Moosonee (CAN)	CAN
('647',)	Moray Firth (GBR)	GBR
('3602',)	Morbylanga (SWE)	SWE
('1923',)	More (NOR)	NOR
('451',)	Morecambe Bay (GBR)	GBR
('5882',)	Morehead City (USA)	USA
('347',)	Moreton Bay (AUS)	AUS
('1474',)	Morgan City (USA)	USA
('8736',)	Morgat (FRA)	FRA
('2255',)	Mori (JPN)	JPN
('7859',)	Moriusaq (GRL)	GRL
('504',)	Morlaix (FRA)	FRA
('933',)	Mormugao (IND)	IND
('2515',)	Morocco (MAR)	MAR
('3741',)	Morombe (MDG)	MDG
('5038',)	Moron (VEN)	VEN
('3676',)	Morondava (MDG)	MDG
('3800',)	Moroni (COM)	COM
('10495',)	Morowali (IDN)	IDN
('4785',)	Morphou Bay (CYP)	CYP
('2132',)	Morrisburg (CAN)	CAN
('4499',)	Morro Bay (USA)	USA
('2136',)	Morro Redondo (MEX)	MEX
('9615',)	Morrojable (CNI)	CNI
('10138',)	Morrow (USA)	USA
('7545',)	Mortier Bay (CAN)	CAN
('8828',)	Moryak-Rybolov (RUS)	RUS
('9941',)	Moscow (RUS)	RUS
('9584',)	Moselkern (DEU)	DEU
('2399',)	Mosjoen (NOR)	NOR
('2582',)	Moskalvo (RUS)	RUS
('8327',)	Mosquera (COL)	COL
('1708',)	Moss (NOR)	NOR
('5932',)	Moss Landing (USA)	USA
('7562',)	Moss Point (USA)	USA
('2927',)	Mossel Bay (ZAF)	ZAF
('6486',)	Mossholmen (SWE)	SWE
('9229',)	Mossville (USA)	USA
('5591',)	Mostaganem (DZA)	DZA
('10731',)	Mostaganem Anch. (DZA)	DZA
('4283',)	Mosterhamn (NOR)	NOR
('5114',)	Mostyn (GBR)	GBR
('8399',)	Motala (SWE)	SWE
('3912',)	Motril (ESP)	ESP
('2682',)	Moudi Terminal (CMR)	CMR
('148',)	Mount Maunganui (NZL)	NZL
('9571',)	Mount Vernon (USA)	USA
('4379',)	Mount's Bay (GBR)	GBR
('4726',)	Mourilyan (AUS)	AUS
('5954',)	Moville (IRL)	IRL
('1508',)	Mozambique (MOZ)	MOZ
('1520',)	Mozambique Is. (MOZ)	MOZ
('4265',)	Mtwara (TZA)	TZA
('10150',)	Muaco (VEN)	VEN
('1756',)	Muar (MYS)	MYS
('8743',)	Muara Pantai (IDN)	IDN
('10187',)	Muara Pantai Anch. (IDN)	IDN
('5793',)	Muara Port (BRN)	BRN
('9956',)	Muarajawa (IDN)	IDN
('4901',)	Muarasabak (MYS)	MYS
('10577',)	Mubarak al Kabeer (KWT)	KWT
('1341',)	Mubarek Terminal (ARE)	ARE
('661',)	Mubarras Terminal (ARE)	ARE
('1641',)	Mucking Bight (GBR)	GBR
('4090',)	Mud Point (IND)	IND
('10322',)	Muda Marine Terminal (MYS)	MYS
('2480',)	Mudanya (TUR)	TUR
('10162',)	Mugardos Terminal (ESP)	ESP
('8382',)	Muggia (ITA)	ITA
('8900',)	Muiden (NLD)	NLD
('7987',)	Muisne (ECU)	ECU
('5346',)	Mukah (MYS)	MYS
('2678',)	Mukaishima (JPN)	JPN
('4751',)	Mukalla (YEM)	YEM
('5070',)	Mukho (KOR)	KOR
('1722',)	Mukilteo (USA)	USA
('9902',)	Mukomuko (IDN)	IDN
('4431',)	Mukran (DEU)	DEU
